Substance Number;Common Name;Chemical Name;CAS Number;DOT Number;SHHS List;synonym;Source 1;CA;CO;MU;TE;F4;F3;F2;R4;R3;R2;R1;Source 2;Source 3;Source 4;Source 5;Source 6;Source 7;Source 8;Source 14;Source 15;Source 17;Source 18;Source 19;Source 20;Source 21;Source 22;non prefix
;4-AMINOAZOBENZENE     see  C.I. SOLVENT YELLOW 1;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMINOAZOBENZENE
;COAL TAR (CREOSOTE)     see  CREOSOTE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;COALTARCREOSOTE
;BENZIN     see  NAPHTHA;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BENZIN
;RUBBER SOLVENT     see  NAPHTHA;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;RUBBERSOLVENT
;PICROTOXIN     see  COCCULUS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PICROTOXIN
;CUPRIC ACETOARSENITE     see  COPPER ACETOARSENITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CUPRICACETOARSENITE
;PARIS GREEN     see  COPPER ACETOARSENITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PARISGREEN
;CUPRIC ARSENITE     see  COPPER ARSENITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CUPRICARSENITE
;CUPRIC CHLORIDE     see  COPPER CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CUPRICCHLORIDE
;ISOPROPYL BENZENE     see  CUMENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOPROPYLBENZENE
;alpha,alpha-DIMETHYLBENZYLHYDROPEROXIDE     see   CUMENE HYDROPEROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIMETHYLBENZYLHYDROPEROXIDE
;CHLORINE CYANIDE     see  CYANOGEN CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLORINECYANIDE
;CYANURIC CHLORIDE     see  CYANURIC TRICHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CYANURICCHLORIDE
;alpha-BHC     see  alpha-HEXACHLOROCYCLOHEXANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BHC1
;CYCLOHEXANE, 1,2,3,4,5,6-HEXACHLORO-, alpha-ISOME     see  alpha-HEXACHLOROCYCLOHEXANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CYCLOHEXANEHEXACHLOROISOMER1
;beta-BHC     see  beta-HEXACHLOROCYCLOHEXANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BHC2
;CYCLOHEXANE, 1,2,3,4,5,6-HEXACHLORO-, beta-ISOMER      see  beta-HEXACHLOROCYCLOHEXANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CYCLOHEXANEHEXACHLOROISOMER2
;CYCLOHEXYL MERCAPTAN     see  CYCLOHEXANETHIOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CYCLOHEXYLMERCAPTAN
;1,2,3,4-TETRAHYDROBENZENE     see  CYCLOHEXENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TETRAHYDROBENZENE
;CYCLOTRIMETHYLENETRINITRAMINE     see  CYCLONITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CYCLOTRIMETHYLENETRINITRAMINE
;HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE     see  CYCLONITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXAHYDROTRINITROTRIAZINE
;HEXOLITE     see  CYCLONITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXOLITE
;RDX      see  CYCLONITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;RDX
;HMX     see  CYCLOTETRAMETHYLENETETRANITRAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HMX
;OCTAHYDRO-1,3,5,7-TETRANITRO-1,3,5,7-TETRAZOCINE     see     CYCLOTETRAMETHYLENETETRANITRAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;OCTAHYDROTETRANITROTETRAZOCINE
;1,2-DIBROMO-3-CHLOROPROPANE     see  DBCP;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIBROMOCHLOROPROPANE2
;DIBROMOCHLOROPROPANE     see  DBCP;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIBROMOCHLOROPROPANE1
;DICHLORODIPHENYLTRICHLOROETHANE     see  DDT;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLORODIPHENYLTRICHLOROETHANE
;DECABROMODIPHENYL OXIDE     see  DECABROMODIPHENYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DECABROMODIPHENYLOXIDE
;DECALIN     see  DECAHYDRONAPHTHALENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DECALIN
;PHOSMET     see  DECEMTHION;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHOSMET
;ALLYL ETHER     see  DIALLYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALLYLETHER
;4,4'-OXYDIANILINE     see  4,4'-DIAMINODIPHENYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;OXYDIANILINE
;2,4-TOLUENE DIAMINE     see  2,4-DIAMINOTOLUENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TOLUENEDIAMINE2
;DIATOMACEOUS EARTH     see  SILICA, AMORPHOUS, DIATOMACEOUS EARTH;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIATOMACEOUSEARTH
;DIMPYLATE     see  DIAZINON;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIMPYLATE
;BENZO(rst)PENTAPHENE     see  DIBENZO(a,i)PYRENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BENZOPENTAPHENE
;o,o'-DICHLOROBENZIDINE     see  3,3'-DICHLOROBENZIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLOROBENZIDINE2
;DDD     see  1,1-DICHLORO-2,2-BIS(p-CHLOROPHENYL)ETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DDD
;FREON 12     see   DICHLORODIFLUOROMETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FREON12
;ETHYLIDENE CHLORIDE     see  1,1-DICHLOROETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLIDENECHLORIDE
;ETHYLENE DICHLORIDE     see  1,2 DICHLOROETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLENEDICHLORIDE
;1,2-DICHLOROETHENE     see  1,2-DICHLOROETHYLENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLOROETHENE
;ACETYLENE DICHLORIDE     see  1,2-DICHLOROETHYLENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACETYLENEDICHLORIDE
;TRICHLORO(DICHLOROPHENYL)SILANE     see    DICHLOROPHENYL TRICHLOROSILANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRICHLORODICHLOROPHENYLSILANE
;PROPYLENE DICHLORIDE     see  1,3-DICHLOROPROPANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPYLENEDICHLORIDE
;1,3-DICHLOROPROPYLENE     see  1,3-DICHLOROPROPENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLOROPROPYLENE
;DALAPON     see  2,2-DICHLOROPROPIONIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DALAPON
;FREON 114     see  DICHLOROTETRAFLUOROETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FREON114
;KELTHANE     see  DICOFOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;KELTHANE
;BIDRIN     see  DICROTOPHOS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BIDRIN
;ETHYL CARBONATE     see  DIETHYL CARBONATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLCARBONATE
;ETHYL ETHER     see  DIETHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLETHER
;ETHANE,1,1'-OXYBIS     see  DIETHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHANEOXYBIS
;ETHYL ETHER     see  DIETHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYL ETHER
;ETHYL PHTHALATE     see  DIETHYL PHTHALATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLPHTHALATE
;ETHYL SULFATE     see  DIETHYL SULFATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLSULFATE
;ETHYL SULFIDE     see  DIETHYL SULFIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLSULFIDE
;ZINC ETHYL     see  DIETHYL ZINC;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZINCETHYL
;DIBROMODIFLUOROMETHANE     see DIFLUORODIBROMOMETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIBROMODIFLUOROMETHANE
;DI-2,3-EPOXYPROPYL ETHER     see  DIGLYCIDYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIEPOXYPROPYLETHER
;2,3-DIHYDROPYRAN     see  DIHYDROPYRAN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIHYDROPYRAN2
;CATECHOL     see  1,2 DIHYDROXYBENZENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CATECHOL
;o-DIHYDROXYBENZENE     see  1,2-DIHYDROXYBENZENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIHYDROXYBENZENE2
;2,4,4-TRIMETHYLPENTENE     see  DIISOBUTYLENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRIMETHYLPENTENE
;ISOPROPYL ETHER     see  DIISOPROPYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOPROPYLETHER
;ISOPROPYL PEROXYDICARBONATE     see  DI-ISOPROPYL PEROXY-DICARBONATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOPROPYLPEROXYDICARBONATE
;o-DIANISIDINE     see  3,3'-DIMETHOXYBENZIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIANISIDINE
;DIMETHYL ACETAL     see  1,1-DIMETHOXYETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIMETHYLACETAL
;o-TOLIDINE     see  3,3'-DIMETHYLBENZIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TOLIDINE
;CARBAMOYL CHLORIDE, DIMETHYL-     see   DIMETHYLCARBAMOYL CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CARBAMOYLCHLORIDEDIMETHYL
;NALED     see  DIMETHYL 1,2-DIBROMO-2,2-DICHLOROETHYL PHOSPHATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NALED
;DICHLORODIMETHYL SILANE     see DIMETHYLDICHLOROSILANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLORODIMETHYLSILANE
;DIETHOXYDIMETHYL SILANE     see   DIMETHYLDIETHOXYSILANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIETHOXYDIMETHYLSILANE
;METHYL DISULFIDE     see  DIMETHYLDISULFIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLDISULFIDE
;METHYL ETHER     see  DIMETHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLETHER
;ISOVALERONE     see  DIISOBUTYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOVALERONE
;ISOBUTYL KETONE     see  DIISOBUTYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOBUTYLKETONE
;DIMETHYLHYDRAZINE, UNSYMMETRICAL     see  1,1-DIMETHYLHYDRAZINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIMETHYLHYDRAZINEUNSYMMETRICAL
;UDMH     see  1,1-DIMETHYLHYDRAZINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;UDMH
;m-XYLENOL     see   2,4-DIMETHYLPHENOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;XYLENOL2
;2,2-DIMETHYLPROPANE     see  DIMETHYLPROPANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIMETHYLPROPANE2
;NEOPENTANE     see  DIMETHYLPPROPANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NEOPENTANE
;METHYL SULFATE     see  DIMETHYL SULFATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLSULFATE
;METHYL SULFIDE     see  DIMETHYL SULFIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLSULFIDE
;DIMETHYL CHLOROTHIOPHOSPHATE     see  DIMETHYL PHOSPHOROCHLORIDOTHIOATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIMETHYLCHLOROTHIOPHOSPHORYL CHLORIDE
;DIMETHYL THIOPHOSPHORYL CHLORIDE     see  DIMETHYL PHOSPHOROCHLORIDOTHIOATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIMETHYLTHIOPHOSPHORYLCHLORIDE
;DIBUTYL PHTHALATE     see  DI-n-BUTYL PHTHALATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIBUTYLPHTHALATE1
;n-BUTYL PHTHALATE     see  DI-n-BUTYL PHTHALATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTYLPHTHALATE
;2-CYCLOHEXYL-4,6-DINITROPHENOL     see  DINEX;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CYCLOHEXYLDINITROPHENOL
;4,6-DINITRO-o-CYCLOHEXYLPHENOL     see  DINEX;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DINITROCYCLOHEXYLPHENOL
;DNOCHP     see  DINEX;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNOCHP
;CHLORODINITROBENZENE     see  DINITROCHLOROBENZENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLORODINITROBENZENE
;DNOC     see  4,6-DINITRO-o-CRESOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNOC
;1,4-DIETHYLENE DIOXIDE     see  1,4-DIOXANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIETHYLENEDIOXIDE
;LIMONENE, inactive     see  DIPENTENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMONENE
;BIPHENYL     see  DIPHENYL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BIPHENYL
;PHENARAZINE CHLORIDE     see   DIPHENYLAMINECHLOROARSINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHENARAZINECHLORIDE
;HYDRAZOBENZENE     see  1,2-DIPHENYL HYDRAZINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HYDRAZOBENZENE
;n-PROPYL ETHER     see  DIPROPYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPYLETHER
;BUTYRONE     see  DIPROPYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTYRONE
;DTBP     see  DI-tert-BUTYL PEROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DTBP
;tert-BUTYL PEROXIDE     see  DI-tert-BUTYL PEROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTYLPEROXIDE
;3-CHLOROPROPYLENE OXIDE     see  EPICHLOROHYDRIN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLOROPROPYLENEOXIDE
;GLYCIDYL ETHYL ETHER     see  1,2-EPOXY-3-ETHOXY-PROPANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;GLYCIDYLETHYLETHER
;GLYCIDOL     see  2,3-EPOXY 1-PROPANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;GLYCIDOL
;MONOETHANOLAMINE     see  ETHANOLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MONOETHANOLAMINE
;CELLOSOLVE     see  2-ETHOXYETHANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CELLOSOLVE
;ETHYLENE GLYCOL MONOETHYL ETHER     see  2-ETHOXYETHANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLENEGLYCOLMONOETHYLETHER
;CELLOSOLVE ACETATE     see  2-ETHOXYETHYLACETATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CELLOSOLVEACETATE
;ALCOHOL     see  ETHYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALCOHOL
;METHYLCARBINOL     see  ETHYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLCARBINOL
;MONOETHYLAMINE     see  ETHYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MONOETHYLAMINE
;5-METHYL-3-HEPTANONE     see  ETHYL AMYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLHEPTANONE
;CHLOROETHANE     see  ETHYL CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLOROETHANE
;ETHYL CHLOROCARBONATE     see  ETHYL CHLOROFORMATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLCHLOROCARBONATE
;CHLOROETHANOL     see  ETHYLENE CHLOROHYDRIN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLOROETHANOL
;EDTA     see  ETHYLENEDIAMINE TETRAACETIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;EDTA
;1,2-DIBROMOETHANE     see  ETHYLENE DIBROMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIBROMOETHANE
;1,2-DIETHOXYETHANE     see  ETHYLENE GLYCOL DIETHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIETHOXYETHANE
;DIETHYL CELLOSOLVE     see  ETHYLENE GLYCOL DIETHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIETHYLCELLOSOLVE
;1,2-EPOXYETHANE     see  ETHYLENE OXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;EPOXYETHANE
;DIETHYL OXALATE     see  ETHYL OXALATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIETHYLOXALATE
;ETHOXYPROPANE     see  ETHYL PROPYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHOXYPROPANE
;TETRAETHYL SILICATE     see  ETHYL SILICATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TETRAETHYLSILICATE
;TRICHLOROETHYLSILANE     see   ETHYLTRICHLOROSILANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRICHLOROETHYLSILANE
;AMMONIUM FERRIC CITRATE     see  FERRIC AMMONIUM OXALATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMMONIUMFERRICCITRATE
;AMMONIUM FERRIC OXALATE     see  FERRIC AMMONIUM OXALATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMMONIUMFERRICOXALATE
;AMMONIUM FERROUS SULFATE     see  FERROUS AMMONIUM SULFATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMMONIUMFERROUSSULFATE
;FIBERGLASS     see  FIBROUS GLASS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FIBERGLASS
;MONOFLUOROPHOSPHORIC ACID     see  FLUOROPHOSPHORIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MONOFLUOROPHOSPHORICACID
;FORMALIN     see  FORMALDEHYDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FORMALIN
;COUMAFURYL     see  FUMARIN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;COUMAFURYL
;FURFURALDEHYDE     see  FURFURAL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FURFURALDEHYDE
;PETROL     see  GASOLINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PETROL
;GERMANIUM TETRAHYDRIDE     see  GERMANIUM HYDRIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;GERMANIUMTETRAHYDRIDE
;GLYCIDYLALDEHYDE     see  GLYCIDALDEHYDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;GLYCIDYLALDEHYDE
;FORMALDEHYDE CYANOHYDRIN     see  GLYCOLONITRILE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FORMALDEHYDECYANOHYDRIN
;GUANIDINE, 1-METHYL-3-NITRO-1-NITROSO-     see  1-METHYL-3-NITRO-1-NITROSOGUANIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;GUANIDINEMETHYLNITRONITROSO
;NITROSOGUANIDINE     see  1-METHYL-3-NITRO-1-NITROSOGUANIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROSOGUANIDINE
;N-METHYL-N'-NITRO-N-NITROSOGUANIDINE     see    1-METHYL-3-NITRO-1-NITROSOGUANIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLNNITRONNITROSOGUANIDINE
;AZINPHOS-METHYL     see  GUTHION;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;AZINPHOSMETHYL
;HEMPA     see  HEXAMETHYL PHOSPHORAMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEMPA
;ETHANE, 1,1,1,2,2,2-HEXACHLORO-     see  HEXACHLOROETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHANEHEXACHLORO
;CAPROIC ALDEHYDE     see  HEXALDEHYDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CAPROICALDEHYDE
;1,6-HEXANEDIAMINE     see  HEXAMETHYLENE DIAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXANEDIAMINE
;1,6-DIISOCYANATOHEXANE     see  HEXAMETHYLENE DIISOCYANTE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIISOCYANATOHEXANE
;HEXAMETHYLENETETRAMINE     see  HEXAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXAMETHYLENETETRAMINE
;METHENAMINE     see   HEXAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHENAMINE
;HYDRAZINE, 1,2-DIETHYL-     see  1,2-DIETHYLHYDRAZINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HYDRAZINEDIETHYL
;HYDROCHLORIC ACID     see  HYDROGEN CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HYDROCHLORICACID
;MURIATIC ACID     see  HYDROGEN CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MURIATICACID
;HYDROCYANIC ACID     see  HYDROGEN CYANIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HYDROCYANICACID
;PRUSSIC ACID     see  HYDROGEN CYANIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PRUSSICACID
;FERRIC CHLORIDE     see  IRON CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FERRICCHLORIDE
;IRON SESQUICHLORIDE     see  IRON CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;IRONSESQUICHLORIDE
;FERRIC OXIDE     see  IRON OXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FERRICOXIDE
;ROUGE     see  IRON OXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ROUGE
;ISOPENTYL ALCOHOL     see  ISOAMYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOPENTYLALCOHOL
;2-METHYLPROPENE     see  ISOBUTYLENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLPROPENE
;2,2,4-TRIMETHYLPENTANE     see  ISOOCTANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRIMETHYLPENTANE
;2-METHYL-1,3-BUTADIENE     see  ISOPRENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLBUTADIENE2
;alpha-METHYLSTYRENE     see  ISOPROPENYL BENZENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLSTYRENE
;ISOPROPYL PHOSPHORIC ACID     see  ISOPROPYL ACID PHOSPHATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOPROPYLPHOSPHORICACID
;ISOPROPANOL     see   ISOPROPYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOPROPANOL
;CHLORDECONE     see   KEPONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLORDECONE
;JET FUEL (AVIATION KEROSENE)     see  KEROSENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;JETFUELAVIATIONKEROSENE
;FUEL OIL #1     see  KEROSENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FUELOIL
;LEAD PEROXIDE     see  LEAD DIOXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEADPEROXIDE
;gamma-BHC     see  LINDANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BHC4
;gamma-HEXACHLOROCYCLOHEXANE     see  LINDANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXACHLOROCYCLOHEXANE6
;L.P.G     see  LIQUEFIED PETROLEUM GAS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPG
;PETROLEUM GASES, LIQUEFIED     see  LIQUEFIED PETROLEUM GAS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PETROLEUMGASESLIQUIFIED
